nome_cont,nro_proc,ano_fisc,tipo_rec,nro_acordao,dt_secao,relator,decisao,ementa
ALUMINIO TROFA LTDA,13807.014097/2001-93,2001,RECURSO VOLUNTARIO,1402-005.171,11/11/2020,Não informado,"Vistos, relatados e discutidos os presentes autos.

Acordam os membros do colegiado, por unanimidade de votos, negar provimento ao recurso voluntário.

(documento assinado digitalmente)
Paulo Mateus Ciccone - Presidente
(documento assinado digitalmente)
Junia Roberta Gouveia Sampaio  Relatora


Participaram do presente julgamento os Conselheiros: Marco Rogério Borges, Leonardo Luis Pagano Gonçalves, Evandro Correa Dias, Paula Santos de Abreu, Iágaro Jung Martins, Junia Roberta Gouveia Sampaio, Luciano Bernart e Paulo Mateus Ciccone","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 1997
AUDITORIA INTERNA EM DCTF. PAGAMENTO NÃO LOCALIZADO. ERRO NO PREENCHIMENTO DA DCTF. FALTA DE COMPROVAÇÃO DE SALDO NEGATIVO DE PERÍODO ANTERIOR.
A alegação de equívoco no preenchimento da DCTF referente ao preenchimento da forma de quitação do débito confessado, por compensação, deve ser acompanhada da prova da constituição do alegado crédito."
CACAPAVA EMPREITADA DE LAVOR LTDA,10880.933207/2013-81,2013,RECURSO VOLUNTARIO,1201-004.013,16/09/2020,Não informado,"Acordam os membros do colegiado, por unanimidade de votos, em conhecer parcialmente do recurso voluntário e, no mérito, negar provimento. Este julgamento seguiu a sistemática dos recursos repetitivos, sendo-lhe aplicado o decidido no Acórdão nº 1201-004.012, de 16 de setembro de 2020, prolatado no julgamento do processo 10880.933206/2013-36, paradigma ao qual o presente processo foi vinculado.
(assinado digitalmente)
Ricardo Antonio Carvalho Barbosa  Presidente Redator

Participaram da sessão de julgamento os Conselheiros: Neudson Cavalcante Albuquerque, Gisele Barra Bossa, Allan Marcel Warwar Teixeira, Alexandre Evaristo Pinto, Efigenio de Freitas Junior, Jeferson Teodorovicz, Andre Severo Chaves (suplente convocado) e Ricardo Antonio Carvalho Barbosa (Presidente).","ASSUNTO: PROCESSO ADMINISTRATIVO FISCAL
Ano-calendário: 2009
PEDIDO DE PERÍCIA/DILIGÊNCIA
Apesar de ser facultado ao sujeito passivo o direito de solicitar a realização de diligências ou perícias, compete à autoridade julgadora decidir sobre sua efetivação, podendo ser indeferidas as quais considerar prescindíveis ou impraticáveis.
COMPENSAÇÃO. PAGAMENTO INDEVIDO DE ESTIMATIVA DE IRPJ. TOTAL DEDUZIDO AO FINAL DO PERÍODO. DIVERGÊNCIA COM VALORES DECLARADOS EM DCTF. CRÉDITO NÃO RECONHECIDO.
Não cabe reconhecimento de direito creditório relativo à estimativa do IRPJ quando, ainda que o contribuinte tenha recolhido valor a maior que o apurado em determinado mês, o valor total deduzido ao final do ano calendário, a título de pagamento de estimativas, é maior que a soma de estimativas declaradas em DCTF, sendo que tal diferença é superior ao crédito postulado."
CACAPAVA EMPREITADA DE LAVOR LTDA,10880.933206/2013-36,2013,RECURSO VOLUNTARIO,1201-004.012,16/09/2020,Não informado,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, em conhecer parcialmente do recurso voluntário e, no mérito, negar provimento.

(assinado digitalmente)
Ricardo Antonio Carvalho Barbosa  Presidente

(assinado digitalmente)
Alexandre Evaristo Pinto  Relator

Participaram do presente julgamento os Conselheiros: Neudson Cavalcante Albuquerque, Gisele Barra Bossa, Allan Marcel Warwar Teixeira, Alexandre Evaristo Pinto, Efigenio de Freitas Junior, Jeferson Teodorovicz, Andre Severo Chaves (suplente convocado) e Ricardo Antonio Carvalho Barbosa (Presidente).","ASSUNTO: PROCESSO ADMINISTRATIVO FISCAL
Ano-calendário: 2009
PEDIDO DE PERÍCIA/DILIGÊNCIA
Apesar de ser facultado ao sujeito passivo o direito de solicitar a realização de diligências ou perícias, compete à autoridade julgadora decidir sobre sua efetivação, podendo ser indeferidas as quais considerar prescindíveis ou impraticáveis.
COMPENSAÇÃO. PAGAMENTO INDEVIDO DE ESTIMATIVA DE IRPJ. TOTAL DEDUZIDO AO FINAL DO PERÍODO. DIVERGÊNCIA COM VALORES DECLARADOS EM DCTF. CRÉDITO NÃO RECONHECIDO.
Não cabe reconhecimento de direito creditório relativo à estimativa do IRPJ quando, ainda que o contribuinte tenha recolhido valor a maior que o apurado em determinado mês, o valor total deduzido ao final do ano calendário, a título de pagamento de estimativas, é maior que a soma de estimativas declaradas em DCTF, sendo que tal diferença é superior ao crédito postulado."
SANTANA SA DROGARIA FARMACIAS - EM RECUPERACAO JUDICIAL,10580.000331/2003-71,2003,RECURSO ESPECIAL DO PROCURADOR,9101-005.194,09/11/2020,Não informado,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado em: (i) por voto de qualidade, conhecer do Recurso Especial, vencidos os Conselheiros Livia De Carli Germano, Amélia Wakako Morishita Yamamoto, Luis Henrique Marotti Toselli e Caio Cesar Nader Quintella que não conheceram do recurso; e, (ii) no mérito, por maioria de votos, dar-lhe provimento parcial com retorno dos autos ao colegiado de origem. Vencidas as Conselheiras Livia De Carli Germano e Amélia Wakako Morishita Yamamoto, que votaram por lhe negar provimento. Votou pelas conclusões o Conselheiro Fernando Brasil de Oliveira Pinto.
(documento assinado digitalmente)
Andrea Duek Simantob  Presidente em exercício e Relatora
Participaram do presente julgamento os Conselheiros: Edeli Pereira Bessa, Livia de Carli Germano, Viviane Vidal Wagner, Amelia Wakako Morishita Yamamoto, Fernando Brasil de Oliveira Pinto, Luis Henrique Marotti Toselli, Caio Cesar Nader Quintella, Andrea Duek Simantob (Presidente).","ASSUNTO: NORMAS GERAIS DE DIREITO TRIBUTÁRIO
Ano-calendário: 2003
COMPENSAÇÃO TRIBUTÁRIA. FORMA DE APRECIAÇÃO PELA DELEGACIA DE ORIGEM E HOMOLOGAÇÃO TÁCITA. QUESTÕES EM TORNO DA COMPENSAÇÃO DE ESTIMATIVAS QUE COMPUSERAM O SALDO NEGATIVO DE IRPJ EM 2001, POSTERIORMENTE UTILIZADO EM DCOMPS APRESENTADAS EM 2003.
Mesmo para as compensações realizadas antes de outubro/2002, ou seja, antes da sistemática das DCOMP, nada impedia que a análise da liquidez e certeza dos créditos a serem restituídos/compensados, nos termos do art. 170 do CTN, fosse feita mediante despacho decisório da Delegacia de origem, sem a necessidade de lançamento de ofício para essa finalidade. Aliás, o art. 44 da Lei 9.430/1996, desde sua redação original, é muito claro no comando de que não deve haver lançamento de ofício para exigência de estimativas, o que afasta a alegada necessidade da realização de lançamento para tal fim. O procedimento de confirmação das estimativas mensais não envolveu nenhuma revisão de base de cálculo, nenhuma adição de receita, glosa de despesa, ou algo semelhante a isso. Em relação à simples verificação da existência dos pagamentos que dariam origem ao indébito a ser restituído/compensado, também não há que se falar em blindagem do direito creditório por decurso de prazo."
ROSE MARY CABRAL GOMES,15540.720062/2012-43,2012,RECURSO VOLUNTARIO,1301-004.834,11/11/2020,Não informado,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do Colegiado, por unanimidade de votos, em afastar a preliminar de nulidade e, no mérito, em negar provimento ao Recurso Voluntário.

(documento assinado digitalmente)
Heitor de Souza Lima Junior - Presidente e Relator
Participaram do presente julgamento os Conselheiros: Giovana Pereira de Paiva Leite, José Eduardo Dornelas Souza, Sergio Abelson (suplente convocado), Bianca Felicia Rothschild, Lucas Esteves Borges e Heitor de Souza Lima Junior (Presidente). Ausente(s) o conselheiro(a) Lizandro Rodrigues de Sousa.","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 2007
NULIDADE. INOCORRÊNCIA.
Em não tendo restado caracterizado prejuízo ao sujeito passivo e/ou a ocorrência de quaisquer das hipóteses constantes do art. 59 do Decreto no. 70.235, de 1972, de se descartar a ocorrência da nulidade arguída.
SIGILO BANCÁRIO. REQUISIÇÃO DE MOVIMENTAÇÃO FINANCEIRA. AUTORIZAÇÃO JUDICIAL. INFORMAÇÕES SOBRE MOVIMENTAÇÃO FINANCEIRA. SIGILO BANCÁRIO.
Com a edição da Lei Complementar nº. 105, de 2001, passou a ser permitido ao Fisco, independentemente de autorização judicial, o exame de informações relativas às movimentações bancárias do contribuinte e obtidas junto às instituições financeiras, quando houver procedimento de fiscalização em curso e tais exames forem considerados indispensáveis.
OBTENÇÃO DE INFORMAÇÕES. QUEBRA DE SIGILO.
Atendidas as condições previstas na LC nº 105, de 2001, e em seu Decreto regulamentador (Decreto no. 3.724, de 2001), a obtenção de provas pelo Fisco junto a instituições financeiras não constitui violação às garantias individuais asseguradas na Constituição Federal, nem quebra de sigilo, nem ilicitude, consoante constitucionalidade dos referidos normativos já reconhecida pelo Supremo Tribunal Federal no âmbito do RE 601.314/SP.
RESPONSABILIDADE TRIBUTÁRIA. ART. 124, I DO CTN. INTERESSE COMUM.
O interesse comum, previsto como hipótese de responsabilidade solidária pelo crédito tributário, não é revelado pelo interesse econômico no resultado ou no proveito da situação que constitui o fato gerador da obrigação principal, mas pelo interesse jurídico, que diz respeito à realização comum ou conjunta da situação que constitui o fato gerador.
RESPONSABILIDADE TRIBUTÁRIA. RESPONSABILIDADE PESSOAL ART. 135 DO CTN.
Caracterizado o nexo causal entre as condutas dos responsáveis solidários e infração de lei, com sistemática omissão de receitas auferidas pela pessoa jurídica, acompanhada de tentativa de manutenção da empresa no regime mais benéfico do Simples, correta a responsabilização com fulcro no art. 135, do CTN.
MULTA QUALIFICADA. EVIDENTE INTUITO DE FRAUDE. CONDUTA REITERADA. CARACTERIZAÇÃO.
Uma vez obedecidos os critérios de relevância e de recorrência/reiteração da conduta quando da omissão de receitas, é de se manter a qualificadora imputada.
LANÇAMENTO REFLEXO. PIS/COFINS
Em razão da estreita relação de causa e efeito existente entre o lançamento principal e os decorrentes, a sorte do reflexo acompanha a sorte do principal."
MITSUI GAS E ENERGIA DO BRASIL LTDA.,15374.724296/2009-23,2009,RECURSO VOLUNTARIO,1201-004.425,12/11/2020,Jeferson Teodorovicz,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao Recurso Voluntário.
Processo julgado na sessão de 12/11/2020, no período da manhã.
(documento assinado digitalmente)
Ricardo Antônio Carvalho Barbosa - Presidente
(documento assinado digitalmente)
Jeferson Teodorovicz - Relator

Participaram do presente julgamento os Conselheiros: Neudson Cavalcante Albuquerque, Gisele Barra Bossa, Allan Marcel Warwar Teixeira, Alexandre Evaristo Pinto, Efigênio de Freitas Júnior, Jeferson Teodorovicz, André Severo Chaves (Suplente Convocado) e Ricardo Antonio Carvalho Barbosa (Presidente)","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Exercício: 2004
DIREITO CREDITÓRIO.
Incumbe ao interessado a demonstração, com documentação comprobatória, da existência do crédito, líquido e certo, que alega possuir junto à Fazenda Nacional (art. 170 do Código Tributário Nacional).
DIREITO CREDITÓRIO. RENDIMENTOS/RECEITAS. TRIBUTAÇÃO. NÃO COMPROVAÇÃO.
Uma vez que não restou comprovado nos autos que os rendimentos/receitas, os quais deram origem aos IRRF pleiteados, foram oferecidos à tributação, condição ´sine qua non` para que estes (IRRF) pudessem ser aproveitados na compensação do imposto apurado no final do período (IRPJ), originando, se fosse o caso, o saldo negativo de IRPJ, infere-se que os créditos pleiteados pelo interessado não são líquidos e nem certos, não devendo, portanto, ser reconhecido o direito creditório.
DIREITO CREDITÓRIO. ESTIMATIVA COMPENSADA COM CRÉDITO DE PERÍODOS ANTERIORES. NÃO COMPROVAÇÃO.
Uma vez que não restou comprovado que a estimativa de IRPJ foi compensada com crédito de períodos anteriores, não deve ser reconhecido o direito creditório.
DIREITO CREDITÓRIO. SALDO NEGATIVO DE IRPJ. NÃO COMPROVADO.
Não restando comprovado, pelo interessado, o saldo negativo de IRPJ informado da DIPJ, não está comprovada a liquidez e certeza do crédito pleiteado e, portanto, não deve ser reconhecido o direito creditório e não
devem ser homologadas as compensações."
J G RODRIGUES & CIA LTDA,10283.720576/2007-04,2007,RECURSO VOLUNTARIO,1302-004.988,10/11/2020,CLEUCIO SANTOS NUNES,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, em rejeitar a solicitação de diligências e, no mérito, em negar provimento ao recurso voluntário, nos termos do relatório e voto do relator.
(documento assinado digitalmente)
Luiz Tadeu Matosinho Machado - Presidente
(documento assinado digitalmente)
Cleucio Santos Nunes - Relator
Participaram do presente julgamento os Conselheiros: Paulo Henrique Silva Figueiredo, Gustavo Guimarães da Fonseca, Ricardo Marozzi Gregório, Flávio Machado Vilhena Dias, Andréia Lúcia Machado Mourão, Cleucio Santos Nunes, Fabiana Okchstein Kelbert e Luiz Tadeu Matosinho Machado (Presidente).","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Exercício: 2002, 2003, 2004, 2005, 2006, 2007
IRRF. LANÇAMENTO DE OFÍCIO. AUTO DE INFRAÇÃO.
No caso de auto de infração referente ao não recolhimento de IRRF de diversas incidências, especialmente quando o lançamento de ofício se funda em divergências entre os lançamentos contábeis e DCTF, é dever do contribuinte comprovar de forma convincente que recolheu os valores considerados pelo fisco como devidos.
ALEGAÇÕES E PROVAS GENÉRICAS.
Em sede de recurso voluntário, não se pode considerar como motivo para reformar a decisão da DRJ, o conjunto de alegações genéricas, acompanhadas de documentos contábeis e de DARFs, sem que estes estejam devidamente relacionados a cada lançamento tido como não recolhido pela fiscalização e confirmados pela DRJ. Recurso improvido.
INDEFERIMENTO DO PEDIDO DE DILIGÊNCIA.
Tratando-se de recurso voluntário, descabe o deferimento de pedido de diligência se a decisão da DRJ analisou ponto a ponto todos os lançamentos contábeis do contribuinte e os confrontou com as DARFs juntadas nos autos. A diligência seria necessária caso houvesse dúvida sobre as provas trazidas ao processo. Pedido indeferido."
PALMAS INDUSTRIA E COMERCIO LTDA,13964.000514/2002-99,2002,RECURSO VOLUNTARIO,1302-004.993,10/11/2020,CLEUCIO SANTOS NUNES,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso voluntário, nos termos do relatório e voto do relator.
(documento assinado digitalmente)
Luiz Tadeu Matosinho Machado - Presidente
(documento assinado digitalmente)
Cleucio Santos Nunes - Relator
Participaram do presente julgamento os Conselheiros: Paulo Henrique Silva Figueiredo, Gustavo Guimarães da Fonseca, Ricardo Marozzi Gregório, Flávio Machado Vilhena Dias, Andréia Lúcia Machado Mourão, Cleucio Santos Nunes, Fabiana Okchstein Kelbert e Luiz Tadeu Matosinho Machado (Presidente).","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 1997
AUTUAÇÃO FISCAL. OMISSÃO DE RECEITAS. VALORES EM CONTA CORRENTE NÃO COMPROVADOS. ÔNUS DA PROVA
A descoberta pela fiscalização tributária de valores em conta corrente que não foram contabilizados, é considerada omissão de receita na forma do art. 42 da Lei nº 9.430, de 1996, se, intimado para esclarecer e comprovar a origem dos recursos, o contribuinte não traz provas idôneas para tal esclarecimento.
APROVEITAMENTO DE PREJUÍZOS FISCAIS. LIMITAÇÃO DE 30%. SÚMULA CARF Nº 3
Nos termos da súmula CARF nº 3: Para a determinação da base de cálculo do Imposto de Renda das Pessoas Jurídicas e da Contribuição Social sobre o Lucro, a partir do ano-calendário de 1995, o lucro líquido ajustado poderá ser reduzido em, no máximo, trinta por cento, tanto em razão da compensação de prejuízo, como em razão da compensação da base de cálculo negativa. (Vinculante, conforme Portaria MF nº 277, de 07/06/2018, DOU de 08/06/2018).
JUROS. TAXA SELIC. CABIMENTO SÚMULA CARF Nº 4
De acordo com a súmula CARF nº 4: A partir de 1º de abril de 1995, os juros moratórios incidentes sobre débitos tributários administrados pela Secretaria da Receita Federal são devidos, no período de inadimplência, à taxa referencial do Sistema Especial de Liquidação e Custódia - SELIC para títulos federais. (Vinculante, conforme Portaria MF nº 277, de 07/06/2018, DOU de 08/06/2018).
EXCLUSÃO DO CONTRIBUINTE DO PARCELAMENTO. DENÚNCIA ESPONTÂNEA. NÃO CABIMENTO
Não se aplicam os benefícios da denúncia espontânea previstos no art. 138 do CTN nos casos em que contribuinte, além de não comprovar que o crédito tributário da autuação compôs o suposto parcelamento, teve o pedido indeferido ou foi excluído do acordo. Para o aperfeiçoamento da exclusão da multa de ofício na denúncia espontânea, faz-se necessária a comprovação do pagamento do crédito tributário.
MULTA DE OFÍCIO. CONTROLE DE CONSTITUCIONALIDADE. NÃO CABIMENTO. SÚMULA CARF Nº 2
Nos termos da súmula CARF nº 2: O CARF não é competente para se pronunciar sobre a inconstitucionalidade de lei tributária.
Recurso voluntário a que se nega provimento"
FERGUMINAS SIDERURGIA LTDA,10665.906569/2009-67,2009,RECURSO VOLUNTARIO,1301-004.853,12/11/2020,Giovana Pereira de Paiva Leite,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por maioria de votos, em negar provimento ao Recurso Voluntário, vencido o Conselheiro Sergio Abelson, que dava provimento ao Recurso Voluntário.

(documento assinado digitalmente)
Heitor de Souza Lima Junior - Presidente
(documento assinado digitalmente)
Giovana Pereira de Paiva Leite - Relatora

Participaram do presente julgamento os Conselheiros: Giovana Pereira de Paiva Leite, José Eduardo Dornelas Souza, Sergio Abelson (Suplente convocado), Bianca Felicia Rothschild, Lucas Esteves Borges e Heitor de Souza Lima Junior (Presidente). Ausente o conselheiro Lizando Rodrigues de Sousa.","ASSUNTO: PROCESSO ADMINISTRATIVO FISCAL
Ano-calendário: 2006
DCOMP. CRÉDITO DE SALDO NEGATIVO DE CSLL. ESTIMATIVAS MENSAIS. PARCELA ADICIONAL CONFIRMADA.
Há de ser computada na formação do saldo negativo de IRPJ, a parcela de estimativa efetivamente compensada em processo distinto, ainda que não seja suficiente para fazer aflorar a existência de crédito."
ABN AMRO ADMINISTRADORA DE CARTOES DE CREDITO LTDA.,10880.914756/2008-99,2008,RECURSO VOLUNTARIO,1301-004.840,10/11/2020,Giovana Pereira de Paiva Leite,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao Recurso Voluntário.

(documento assinado digitalmente)
Heitor de Souza Lima Junior - Presidente
(documento assinado digitalmente)
Giovana Pereira de Paiva Leite - Relatora

Participaram do presente julgamento os Conselheiros: Giovana Pereira de Paiva Leite, José Eduardo Dornelas Souza, Sergio Abelson (Suplente convocado), Bianca Felicia Rothschild, Lucas Esteves Borges e Heitor de Souza Lima Junior (Presidente). Ausente o conselheiro Lizando Rodrigues de Sousa.","ASSUNTO: PROCESSO ADMINISTRATIVO FISCAL
Ano-calendário: 2003
PER/DCOMP. CRÉDITO DE SALDO NEGATIVO DE IRPJ. IRRF PARCELA NÃO CONFIRMADA.
Não podem ser computadas na composição do saldo negativo de IRPJ, objeto de pedido de restituição, as parcelas de IRRF, cuja receita financeira correspondente não foi oferecida à tributação."
FCC - INDUSTRIA E COMERCIO LTDA.,10530.900603/2012-11,2012,RECURSO VOLUNTARIO,1301-004.837,10/11/2020,Giovana Pereira de Paiva Leite,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, em rejeitar o pedido de conversão em diligência e, no mérito, em negar provimento ao Recurso Voluntário.
(documento assinado digitalmente)
Heitor de Souza Lima Junior - Presidente
(documento assinado digitalmente)
Giovana Pereira de Paiva Leite - Relatora

Participaram do presente julgamento os Conselheiros: Giovana Pereira de Paiva Leite, José Eduardo Dornelas Souza, Sergio Abelson (Suplente convocado), Bianca Felicia Rothschild, Lucas Esteves Borges e Heitor de Souza Lima Junior (Presidente). Ausente o conselheiro Lizando Rodrigues de Sousa.","ASSUNTO: PROCESSO ADMINISTRATIVO FISCAL
Ano-calendário: 2006
PEDIDO DE RESTITUIÇÃO. CRÉDITO DE SALDO NEGATIVO DE IRPJ. PARCELAS DE IRRF NÃO CONFIRMADAS.
Não podem ser computadas na composição do saldo negativo de IRPJ, objeto de pedido de restituição, as parcelas de IRRF, cuja receita financeira correspondente não foi oferecida à tributação."
MAC SISTEMA BRASILEIRO DE PROTENSAO LTDA,13709.000096/2003-31,2003,RECURSO VOLUNTARIO,1301-004.800,14/10/2020,Não informado,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por maioria de votos, em negar provimento ao recurso voluntário, vencido o Conselheiro Rogério Garcia Peres (relator) que votou por lhe dar provimento parcial. Designada a Conselheira Giovana Pereira de Paiva Leite para redigir o voto vencedor. Nos termos do Art. 58, §13 do RICARF, foi designado pelo Presidente de Turma como redator ad hoc para este julgamento, o conselheiro José Eduardo Dornelas Souza. Julgamento iniciado na reunião de 09/2020. Na conclusão do julgamento, ausente o conselheiro Rogério Garcia Peres, cujo voto ficou consignado na ata da reunião anterior. Não participou do julgamento a Conselheira Bianca Felícia Rothschild.
(documento assinado digitalmente)
Fernando Brasil de Oliveira Pinto - Presidente
(documento assinado digitalmente)
Giovana Pereira de Paiva Leite - Redatora designado
(documento assinado digitalmente)
José Eduardo Dornelas Souza  Redator Ad Hoc

Participaram do presente julgamento os Conselheiros: Giovana Pereira de Paiva Leite, José Eduardo Dornelas Souza, Heitor de Souza Lima Junior, Lucas Esteves Borges e Fernando Brasil de Oliveira Pinto (Presidente). Não participou do julgamento a Conselheira Bianca Felícia Rothschild. Ausente o Conselheiro Lizandro Rodrigues de Sousa.","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 2000, 2001
COMPENSAÇÃO INFORMADA EM DCTF. INEXISTÊNCIA DE HOMOLOGAÇÃO TÁCITA.
A DCTF tem efeito de confissão de dívida e constitutiva do crédito tributário, contudo a compensação nela informada, tem efeitos meramente informativos e sujeitos à Auditoria, razão pela qual não se consuma a homologação tácita da compensação informada em DCTF."
AVENIDA 339 COMERCIO DE VIDROS LTDA.,15540.720115/2011-45,2011,RECURSO VOLUNTARIO,1401-004.919,10/11/2020,Daniel Ribeiro Silva,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, negar provimento ao recurso voluntário.
(documento assinado digitalmente)
Luiz Augusto de Souza Gonçalves - Presidente

(documento assinado digitalmente)
Daniel Ribeiro Silva - Relator

Participaram do presente julgamento os Conselheiros: Luiz Augusto de Souza Gonçalves (Presidente), Daniel Ribeiro Silva (Vice-Presidente), Luciana Yoshihara Arcangelo Zanin, Cláudio de Andrade Camerano, Wilson Kazumi Nakayama (suplente convocado), Letícia Domingues Costa Braga, Mauritania Elvira de Sousa Mendonca (suplente convocada) e Nelso Kichel. Ausente o conselheiro Carlos Andre Soares Nogueira, substituído pelo conselheiro Wilson Kazumi Nakayama (suplente convocado).","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Exercício: 2008
PRESUNÇÃO LEGAL. ÔNUS DA PROVA. INVERSÃO.
A instituição de uma presunção pela lei tributária transfere ao contribuinte o ônus de provar que o fato presumido pela lei não aconteceu em seu caso particular.
DEPÓSITOS BANCÁRIOS. OMISSÃO DE RECEITAS.
Os depósitos em conta corrente, cuja origem não seja comprovada, presumem-se receitas omitidas. Como bem ressaltado na decisão recorrida, a partir de 1° de janeiro de 1997, com a edição da Lei n° 9.430, de 27 de dezembro de 1996, art. 42, a existência dos depósitos bancários cuja origem não seja comprovada, foi erigida à condição de presunção legal de omissão de receita.
ARBITRAMENTO DO LUCRO. MATÉRIA NÃO CONTESTADA.
Consolida-se, administrativamente, matéria tributária não expressamente impugnada.
MULTA DE OFÍCIO QUALIFICADA. EVIDENTE INTUITO DE FRAUDE.
É cabível a aplicação da multa qualificada, quando restar comprovado que o envolvido na prática da infração tributária objetivou deixar de recolher, intencionalmente, os tributos devidos.
A prática de declarar ao fisco, de forma reiterada, parcela ínfima ou nada da receita auferida, ocultando o efetivo valor da obrigação tributária principal, constitui fato que evidencia intuito de fraude e implica qualificação da multa de ofício, além de formalização de representação fiscal para fins penais. Não se trata de mero inadimplemento ou equívoco do contribuinte que omitiu receitas de forma permanente ao longo do período fiscalizado além de valer-se de interpostas pessoas para manter as suas empresas em regime de tributação diferenciado.
RESPONSABILIDADE PELO CRÉDITO TRIBUTÁRIO.
São pessoalmente responsáveis pelos créditos correspondentes a obrigações tributárias resultantes de atos praticados com excesso de poderes ou infração de lei os mandatários, prepostos e empregados e os diretores, gerentes ou representantes de pessoas jurídicas de direito privado.
LANÇAMENTO REFLEXO. DECORRENTE DO MESMO FATO.
Aplica-se a mesma decisão ao demais tributos lançados, por decorrer dos mesmos elementos de prova e se referir à mesma matéria tributável.
APLICAÇÃO DO ART. 57 § 3º DO REGIMENTO INTERNO DO CARF. FACULDADE DO JULGADOR.
Plenamente cabível a aplicação do respectivo dispositivo regimental uma vez que a Recorrente não inova nas suas razões já apresentadas em sede de impugnação, as quais foram claramente analisadas pela decisão recorrida."
BPAR CORRETAGEM DE SEGUROS LTDA.,13896.720877/2012-77,2012,RECURSO VOLUNTARIO,1201-004.384,10/11/2020,Não informado,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso voluntário.
(documento assinado digitalmente)
Ricardo Antonio Carvalho Barbosa  Relator e Presidente
Participaram do presente julgamento os Conselheiros: Ricardo Antonio Carvalho Barbosa (Presidente), Neudson Cavalcante Albuquerque, Gisele Barra Bossa, Allan Marcel Warwar Teixeira, Alexandre Evaristo Pinto, Efigênio de Freitas Júnior, Jeferson Teodorovicz e André Severo Chaves (Suplente).","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 2006
SALDO NEGATIVO IRPJ. COMPROVAÇÃO DO IRRF. LUCRO PRESUMIDO. SÚMULA CARF 80.
Na apuração do IRPJ, a pessoa jurídica poderá deduzir do imposto devido o valor do imposto de renda retido na fonte, desde que comprovada a retenção e o cômputo das receitas correspondentes na base de cálculo do imposto. No caso de pessoa jurídica tributada com base no lucro presumido, a comprovação do cômputo da receita financeira deve estar devidamente evidenciada na declaração de rendimentos (Apuração do Imposto com Base no Lucro Presumido)."
LAJEADO ENERGIA S/A,10880.924034/2009-23,2009,RECURSO VOLUNTARIO,1201-004.080,14/10/2020,Não informado,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso voluntário.

(assinado digitalmente)
Ricardo Antonio Carvalho Barbosa  Presidente

(assinado digitalmente)
Alexandre Evaristo Pinto  Relator

Participaram do presente julgamento os Conselheiros: Neudson Cavalcante Albuquerque, Gisele Barra Bossa, Allan Marcel Warwar Teixeira, Alexandre Evaristo Pinto, Efigênio de Freitas Júnior, Jeferson Teodorovicz, André Severo Chaves (suplente convocado) e Ricardo Antonio Carvalho Barbosa (Presidente).","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 2005
COMPENSAÇÃO. REQUISITOS.
A certeza e a liquidez dos créditos são requisitos indispensáveis para a compensação autorizada por lei."
