nome_cont,nro_proc,ano_fisc,tipo_rec,nro_acordao,dt_secao,relator,decisao,ementa
MAESIO CANDIDO VIEIRA,10315.720697/2013-71,2013,RECURSO VOLUNTARIO,1402-002.178,03/05/2016,LEONARDO DE ANDRADE COUTO,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos reconhecer a decadência para os fatos geradores ocorridos até o 2º trimestre de 2008, inclusive (em relação ao IRPJ e CSLL) e para os fatos geradores ocorridos até 30/06/2008, inclusive (em relação ao PIS e à Cofins); e, no mérito, dar provimento parcial ao recurso para reduzir a multa ao percentual de 75%. Declarou- se suspeito o Conselheiro Frederico Augusto Gomes de Alencar.

Leonardo de Andrade Couto  Presidente e Relator.

Participaram da sessão de julgamento os conselheiros: Fernando Brasil de Oliveira Pinto, Leonardo Luis Pagano Gonçalves, Frederico Augusto Gomes de Alencar, Gilberto Baptista, Roberto Silva Junior, Demetrius Nichele Macei e Leonardo de Andrade Couto.","Assunto: Normas Gerais de Direito Tributário
Ano-calendário: 2006, 2007, 2008
DECADÊNCIA. TRIBUTOS SUJEITOS A LANÇAMENTO POR HOMOLOGAÇÃO
O prazo decadencial qüinqüenal para o Fisco constituir o crédito tributário (lançamento de ofício) conta-se do primeiro dia do exercício seguinte àquele em que o lançamento poderia ter sido efetuado, nos casos em que a lei não prevê o pagamento antecipado da exação ou quando, a despeito da previsão legal, o mesmo inocorre. (STJ - Primeira Seção de Julgamento, Resp 973.733/SC, Relator Ministro Luiz Fux, julgado em 12/08/2009, DJ 18/09/2009).

Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Ano-calendário: 2006, 2007, 2008
LUCRO ARBITRADO. AUSÊNCIA DE DOCUMENTOS DA ESCRITURAÇÃO.
Correta a apuração do resultado por arbitramento quanto o sujeito passivo não apresenta os livros e documentos da escrituração comercial e fiscal, ainda que reiteradamente intimado a fazê-lo.
LUCRO ARBITRADO. MULTA AGRAVADA. DESCABIMENTO.
A falta de apresentação de livros e documentos da escrituração não justifica, por si só, o agravamento da multa de oficio, quando essa omissão motivou o arbitramento dos lucros. (Súmula CARF nº 96).
MULTA QUALIFICADA. USO DE INTERPOSTAS PESSOAS. INAPLICABILIDADE.
É incabível a multa qualificada quando não demonstrada a utilização de interpostas pessoas, fato esse utilizado como motivação para a penalidade. Ademais, mesmo que o fato tivesse ocorrido, a exasperação não se justificaria no presente caso pela inexistência de vínculo como o fato gerador."
DISTRIBUIDORA DE CARNES VALE DO SAPUCAI LTDA,19515.001604/2009-48,2009,RECURSO VOLUNTARIO,1302-001.868,05/05/2016,EDELI PEREIRA BESSA,"Vistos, relatados e discutidos os presentes autos.

Acordam os membros do colegiado, por unanimidade de votos, em REJEITAR as arguições de nulidade da decisão de 1ª instância e do lançamento e NEGAR PROVIMENTO ao recurso, nos termos do relatório e voto que integram o presente julgado.

(documento assinado digitalmente)
EDELI PEREIRA BESSA - Presidente e Relatora
Participaram do julgamento os Conselheiros: Edeli Pereira Bessa (presidente da turma), Alberto Pinto Souza Júnior, Ana de Barros Fernandes Wipprich, Luiz Tadeu Matosinho Machado, Marcos Antonio Nepomuceno Feitosa, Rogério Aparecido Gil e Talita Pimenta Félix.","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Ano-calendário: 2005
DEPÓSITOS BANCÁRIOS DE ORIGEM NÃO COMPROVADA. OMISSÃO DE RECEITAS. Correta a exigência integralmente fundamentada no art. 42 da Lei nº 9.430/96 se o sujeito passivo não apresenta livros e documentos de sua escrituração e não prova a origem dos depósitos bancários mantidos em contas de sua titularidade. Ainda que presentes evidências de os depósitos bancários decorrerem do recebimento de cobrança ou de exportação, a imputação de omissão de receitas na data do depósito bancário e pelo valor nele expresso decorre da lei que estabelece a presunção.
ARBITRAMENTO. A falta de apresentação de livros e documentos impõe o arbitramento dos livros ainda que o sujeito passivo seja optante pela sistemática do lucro presumido.
MULTA QUALIFICADA. Provada a fraude, consistente na declaração reiterada de receitas ínfimas frente aos depósitos bancários provenientes de cobrança e câmbio em exportação, é aplicável a penalidade no percentual de 150%."
BV FINANCEIRA SA CREDITO FINANCIAMENTO E INVESTIMENTO,16327.721619/2011-70,2011,RECURSO ESPECIAL DO PROCURADOR,9101-002.339,05/05/2016,RAFAEL VIDAL DE ARAUJO,"Vistos, relatados e discutidos os presentes autos.
Decisão dos membros do colegiado: Recurso Especial da Fazenda Nacional em relação ao tema, quando deve ser comprovada a regularidade fiscal, recurso não conhecido por unanimidade de votos; com relação aos temas do prazo de apresentação do PERC e os efeitos de declaração retificadora fora do exercício de competência e com alteração dos valores de incentivos fiscais, recurso conhecido por unanimidade de votos; com relação aos temas do prazo de apresentação do PERC, negado provimento ao recurso por unanimidade de votos; com relação ao mérito do tema dos efeitos de declaração retificadora fora do exercício de competência e com alteração dos valores de incentivos fiscais, negado provimento ao recurso por unanimidade de votos.
(documento assinado digitalmente)
Carlos Alberto Freitas Barreto - Presidente.
(documento assinado digitalmente)
Rafael Vidal De Araujo - Relator.
Participaram da sessão de julgamento os conselheiros: MARCOS AURÉLIO PEREIRA VALADÃO, LUÍS FLÁVIO NETO, ADRIANA GOMES REGO, HELIO EDUARDO DE PAIVA ARAUJO (Suplente Convocado), ANDRE MENDES DE MOURA, RONALDO APELBAUM (Suplente Convocado), RAFAEL VIDAL DE ARAÚJO, NATHALIA CORREIA POMPEU, MARIA TERESA MARTINEZ LOPEZ (Vice-Presidente), CARLOS ALBERTO FREITAS BARRETO (Presidente).","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Ano-calendário: 2006
FINOR. DIVERGÊNCIA SOBRE O MOMENTO EM RELAÇÃO AO QUAL DEVE SER COMPROVADA A REGULARIDADE FISCAL. NÃO CONHECIMENTO DE PARTE DO RECURSO ESPECIAL.
1- Os critérios de necessidade/utilidade traduzem o interesse processual. Não deve ser conhecida a parte do recurso especial que, sendo provida, não ensejará qualquer proveito no deslinde da controvérsia.
2- De acordo com o § 3º do art. 67 do Anexo II da Portaria MF nº 343, de 09 de junho de 2015, que aprovou o atual Regimento Interno do CARF, c/c o art. 5º dessa mesma portaria, não cabe recurso especial de decisão de qualquer das turmas que adote entendimento de súmula de jurisprudência dos Conselhos de Contribuintes, da CSRF ou do CARF, ainda que a súmula tenha sido aprovada posteriormente à data da interposição do recurso. Súmula CARF nº 37: Para fins de deferimento do Pedido de Revisão de Ordem de Incentivos Fiscais (PERC), a exigência de comprovação de regularidade fiscal deve se ater ao período a que se referir a Declaração de Rendimentos da Pessoa Jurídica na qual se deu a opção pelo incentivo, admitindo-se a prova da quitação em qualquer momento do processo administrativo, nos termos do Decreto nº 70.235/72.
PERC. PRAZO. INÍCIO DA CONTAGEM. FALTA DE MARCO INICIAL.
O PERC é, em essência, uma medida processual. À falta de determinação legal expressa, aplica-se a regra do art. 15 do Decreto nº 70.235/72. Não se observando marco inicial para a contagem do prazo pela falta de Extrato de Emissão ou outro documento que cientifique a Contribuinte do indeferimento de sua opção - impossível identificar a intempestividade do PERC.
DIPJ RETIFICADORA. INSUFICIÊNCIA PARA INDEFERIMENTO DE BENEFÍCIO. FALTA DE PREVISÃO LEGAL.
O art. 60 da Lei nº 9.069/95 exige tão somente a prova da regularidade fiscal. Em que pese a existência de regulação infralegal, ela não tem o condão de impedir a concessão de benefício, especialmente após a emissão da IN SRF nº 166/1999.
DEFERIMENTO DE PERC. INEXISTÊNCIA DE DÉBITO.
Tendo em vista o deferimento do PERC, com a conseqüente determinação de aceitação da Opção pelo investimento e aproveitamento do valor pago em DARF específico, prejudicado resta o Auto de Infração."
CEMIG DISTRIBUICAO S.A,15504.724900/2012-94,2012,RECURSO ESPECIAL DO CONTRIBUINTE,9101-002.336,04/05/2016,RAFAEL VIDAL DE ARAUJO,"Vistos, relatados e discutidos os presentes autos.
Decisão dos membros do colegiado: Recurso Especial do Contribuinte conhecido por unanimidade de votos e, no mérito: 1) Com relação à matéria da dedução dos tributos com exigibilidade suspensa, foi negado provimento ao recurso por unanimidade de votos. 2) Com relação à matéria da incidência da CSLL sobre o valor de patrocínios culturais feitos com base no art. 18 da Lei Rouanet, foi negado provimento ao recurso por maioria de votos, vencidos Luis Flávio Neto, Helio Eduardo de Paiva Araújo (Suplente Convocado) e Maria Teresa Martinez Lopez.
(documento assinado digitalmente)
Carlos Alberto Freitas Barreto - Presidente.
(documento assinado digitalmente)
Rafael Vidal De Araujo - Relator.
Participaram da sessão de julgamento os conselheiros: MARCOS AURÉLIO PEREIRA VALADÃO, LUÍS FLÁVIO NETO, ADRIANA GOMES REGO, HELIO EDUARDO DE PAIVA ARAUJO (Suplente Convocado), ANDRE MENDES DE MOURA, RONALDO APELBAUM (Suplente Convocado), RAFAEL VIDAL DE ARAÚJO, NATHALIA CORREIA POMPEU, MARIA TERESA MARTINEZ LOPEZ (Vice-Presidente), CARLOS ALBERTO FREITAS BARRETO (Presidente).","Assunto: Contribuição Social sobre o Lucro Líquido - CSLL
Ano-calendário: 2008, 2009
PROVISÕES NÃO DEDUTÍVEIS. TRIBUTOS COM EXIGIBILIDADE SUSPENSA.
Por configurar uma situação de solução indefinida, que poderá resultar em efeitos futuros favoráveis ou desfavoráveis à pessoa jurídica, os tributos discutidos judicialmente, cuja exigibilidade estiver suspensa nos termos do art. 151 do Código Tributário Nacional, são indedutíveis para efeito de determinação da base de cálculo da Contribuição Social sobre o Lucro Líquido, por traduzir-se em nítido caráter de provisão.
LEI ROUANET, ART 18, §3º. PROJETOS ESPECIAIS. PATROCÍNIO. DEDUTIBILIDADE COMO DESPESA OPERACIONAL. VEDAÇÃO LEGAL.
O caput do art. 13 da Lei 9.249/1995, ao fazer referência ao art. 47 da Lei 4.506/64, não deixa dúvidas de que o conceito de despesa operacional para fins tributários também se aplica à CSLL. A vedação prevista no §2º do art. 18 da Lei 8.313/1991, que é aplicada aos projetos especiais previstos no §3º do mesmo artigo (ambos introduzidos pela MP nº 1.589/1997), pela qual o contribuinte não pode deduzir as doações e os patrocínios como despesa operacional, não é específica para o IRPJ, aplicando-se também à CSLL."
CASCAJU AGROINDUSTRIAL S A,10380.007794/2002-39,2002,EMBARGOS DE DECLARAÇÃO,9101-002.309,03/05/2016,RAFAEL VIDAL DE ARAUJO,"Vistos, relatados e discutidos os presentes autos.
Decisão dos membros do colegiado: Embargos conhecidos e acolhidos sem efeitos infringentes, nos termos do voto do Relator, por unanimidade de votos.
(documento assinado digitalmente)
Carlos Alberto Freitas Barreto - Presidente.
(documento assinado digitalmente)
Rafael Vidal De Araujo - Relator.
Participaram da sessão de julgamento os conselheiros: MARCOS AURÉLIO PEREIRA VALADÃO, LUÍS FLÁVIO NETO, ADRIANA GOMES REGO, HELIO EDUARDO DE PAIVA ARAUJO (Suplente Convocado), ANDRE MENDES DE MOURA, RONALDO APELBAUM (Suplente Convocado), RAFAEL VIDAL DE ARAÚJO, NATHALIA CORREIA POMPEU, MARIA TERESA MARTINEZ LOPEZ (Vice-Presidente), CARLOS ALBERTO FREITAS BARRETO (Presidente).","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Exercício: 1999
INCENTIVO FISCAL - FINOR. CRITÉRIOS PARA COMPROVAÇÃO DA REGULARIDADE FISCAL. VÍCIO DE OBSCURIDADE. EMBARGOS DE DECLARAÇÃO ACOLHIDOS.
Embora o acórdão embargado tenha adotado o mesmo entendimento defendido pela PGFN em seu recurso especial, ou seja, de que a regularidade fiscal deve ser verificada em relação à data de opção pelo incentivo (e não à data do despacho da Delegacia da Receita Federal que examina o PERC), ele também admitiu que a comprovação da quitação das pendências pudesse ser feita no decorrer do processo administrativo, conforme a Súmula CARF nº 37, e foi precisamente esse segundo fundamento que motivou a negativa do recurso especial. Embargos de declaração acolhidos para sanar vício de obscuridade, mantida a negativa para o recurso especial da PGFN."
DHF ENGENHARIA LTDA - EPP,10480.720880/2010-12,2010,RECURSO VOLUNTARIO,1302-001.856,04/05/2016,EDELI PEREIRA BESSA,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado em: 1) por unanimidade de votos, REJEITAR as arguições de nulidade da decisão de 1ª instância e de nulidade do lançamento; e 2) por unanimidade de votos, foi DADO PROVIMENTO PARCIAL ao recurso voluntário, votando pelas conclusões o Conselheiro Alberto Pinto Souza Junior, nos termos do relatório e voto que integram o presente julgado.
(documento assinado digitalmente)
EDELI PEREIRA BESSA - Presidente e Relatora
Participaram do julgamento os Conselheiros: Edeli Pereira Bessa (presidente da turma), Alberto Pinto Souza Júnior, Ana de Barros Fernandes Wipprich, Luiz Tadeu Matosinho Machado, Marcos Antonio Nepomuceno Feitosa, Rogério Aparecido Gil e Talita Pimenta Félix.","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Ano-calendário: 2007
SERVIÇOS DE ENGENHARIA. ALEGAÇÃO DE CONSTRUÇÃO POR EMPREITADA COM EMPREGO DE MATERIAIS. Se o sujeito passivo informa suas receitas vinculadas ao coeficiente de 16% e as notas fiscais evidenciam apenas a prestação de serviços, subsiste o lançamento que recalcula os valores devidos tendo em conta o coeficiente de 32% para determinação do lucro presumido, exceto em relação às receitas comprovadamente decorrentes de construção por empreitada com materiais empregados apenas pela contratada.
MULTA DE OFÍCIO. JUROS DE MORA. Definido em lei, o percentual de 75% aplicado em lançamento de ofício não se sujeita a discussão no contencioso administrativo fiscal (Súmula CARF nº 2)."
ENSCON VIACAO EIRELI,13629.002507/2007-47,2007,EMBARGOS DE DECLARAÇÃO,1302-001.845,03/05/2016,EDELI PEREIRA BESSA,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado em: 1) por unanimidade de votos, em CONHECER e ACOLHER os embargos com efeitos infringentes, para CONHECER o recurso voluntário; e 2) relativamente ao recurso voluntário: 2.1) por unanimidade de votos, REJEITAR a arguição de nulidade da decisão de 1ª instância; 2.2) por unanimidade de votos, ACOLHER PARCIALMENTE a arguição de decadência; 2.3) por unanimidade de votos, CANCELAR as exigências de multa isolada; e 2.4) por unanimidade de votos, NEGAR PROVIMENTO ao recurso voluntário, nos termos do relatório e voto que integram o presente julgado.
(documento assinado digitalmente)
EDELI PEREIRA BESSA - Presidente e Relatora
Participaram do julgamento os Conselheiros: Edeli Pereira Bessa (presidente da turma), Alberto Pinto Souza Júnior, Ana de Barros Fernandes Wipprich, Luiz Tadeu Matosinho Machado, Marcos Antonio Nepomuceno Feitosa, Rogério Aparecido Gil e Talita Pimenta Félix.","Assunto: Processo Administrativo Fiscal
Ano-calendário: 2002, 2003
EMBARGOS DE DECLARAÇÃO. OMISSÃO. Há omissão a ser suprida quando o Colegiado embargado firma a contagem do prazo recursal a partir de referência equivocadamente consignada nos autos pela autoridade preparadora.
RECURSO VOLUNTÁRIO. TEMPESTIVIDADE. É tempestivo o recurso voluntário postado em até 30 (trinta) dias contados a partir da ciência da decisão de 1ª instância.

Assunto: Normas Gerais de Direito Tributário
Ano-calendário: 2002
DECADÊNCIA.
IRPJ. CSLL. APURAÇÃO ANUAL. A contagem do prazo decadencial na forma do art. 150, §4º do CTN tem por referência o fato gerador que, na sistemática do lucro real anual, apenas se verifica em 31 de dezembro, sendo imprópria a pretensão de firmar como termo inicial o mês no qual as receitas deixaram de ser declaradas. MULTAS ISOLADAS. Apesar de consolidada a jurisprudência em favor da aplicação do art. 173, I do CTN para contagem do prazo decadencial para lançamento de multas isoladas por falta de recolhimento de estimativas de IRPJ e CSLL (Súmula CARF nº 104), as exigências correspondentes devem ser canceladas quando exigidas concomitantemente com a multa proporcional aplicada sobre o ajuste anual no período alcançado pela Súmula CARF nº 105.
CONTRIBUIÇÃO AO PIS. COFINS. Constatada a existência de débitos declarados em valores correspondentes às guias de recolhimento apresentadas em recurso voluntário, a contagem do prazo decadencial deve observar o disposto no art. 150, §4º do CTN.

Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Ano-calendário: 2002
RECEITAS NÃO DECLARADAS.
VALORES TRANSFERIDOS EM RAZÃO DE CONTRATO DE SOCIEDADE EM CONTA DE PARTICIPAÇÃO. ALEGAÇÃO DE CONSÓRCIO. Inadmissível a aplicação das regras estabelecidas para consórcio se as pessoas jurídicas firmam contrato de sociedade em conta de participação. PARTILHA DE RECEITAS EM SOCIEDADE EM CONTA DE PARTICIPAÇÃO. A legislação tributária autoriza, apenas, a transferência de resultados ao sócio contribuinte, e exige, para tanto, que a escrituração dos sócio ostensivo separe ou destaque as operações da sociedade em conta de participação. Se o acordo entre as pessoas jurídicas não estipula a forma de partilha do resultado, não há como segregar, das receitas indevidamente excluídas da base tributável, parcela atribuível ao sócio contribuinte."
CASTRO CAMPOS E CUNHA LTDA,10670.721526/2011-59,2011,RECURSO VOLUNTARIO,1302-001.858,04/05/2016,EDELI PEREIRA BESSA,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado em: 1) relativamente ao recurso voluntário da contribuinte: 1.1) por unanimidade de votos, REJEITAR a argüição de nulidade do lançamento; 1.2) por unanimidade de votos, DAR PROVIMENTO PARCIAL ao recurso voluntário relativamente às exigências de IRPJ e CSLL; 1.3) por unanimidade de votos, NEGAR PROVIMENTO ao recurso voluntário relativamente às exigências de IRRF; e 2) relativamente ao recurso voluntário dos responsáveis, por unanimidade de votos, DAR PROVIMENTO ao recurso, nos termos do relatório e voto que integram o presente julgado.
(documento assinado digitalmente)
EDELI PEREIRA BESSA - Presidente e Relatora
Participaram do julgamento os Conselheiros: Edeli Pereira Bessa (presidente da turma), Alberto Pinto Souza Júnior, Luiz Tadeu Matosinho Machado, Marcos Antonio Nepomuceno Feitosa, Rogério Aparecido Gil e Talita Pimenta Félix. Ausente, momentaneamente, a Conselheira Ana de Barros Fernandes Wipprich.","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Ano-calendário: 2008
NULIDADE DO LANÇAMENTO. MANDADO DE PROCEDIMENTO FISCAL - MPF. FALTA DE INCLUSÃO DE TRIBUTO LANÇADO. EXPIRAÇÃO DE PRAZO. Nos termos da legislação então vigente, era desnecessária a inclusão, no MPF, de tributos cuja lançamento se verificasse com base nos mesmos elementos de prova do tributo principal nele indicado. A execução do procedimento fiscal, por sua vez, poderia ter seu prazo prorrogado por autoridade competente.
ARBITRAMENTO. VÍCIOS QUE IMPEDEM A IDENTIFICAÇÃO DA EFETIVA MOVIMENTAÇÃO FINANCEIRA. Subsiste o arbitramento dos lucros se o sujeito passivo não escritura o movimento de suas contas bancárias nem apresenta documentos que permitam correlacionar os registros da conta caixa com os depósitos/créditos bancários do período. Ainda que as receitas escrituradas superem tais ingressos, o registro de todas as entradas financeiras como vendas à vista impede qualquer conferência para aferição da efetiva movimentação financeira da pessoa jurídica. MULTA QUALIFICADA. ALEGAÇÃO DE PARCELAMENTO. A adesão ao parcelamento da Lei nº 11.941, de 2009, alcança, apenas, débitos constituídos, e somente dispensa o lançamento de ofício daqueles confessados espontaneamente, antes do início do procedimento fiscal. DIPJ ZERADA. DÚVIDA. A justificativa de que a DIPJ foi apresentada sem informações porque ainda não consolidada a contabilidade, associada ao fato de que o Livro Diário somente foi levado a registro depois do início do procedimento fiscal, promovido oito meses depois do prazo final para entrega da DIPJ, suscita dúvida razoável quanto ao intuito de fraude e impõe a redução da penalidade ao percentual básico de 75%.
PAGAMENTO A BENEFICIÁRIO NÃO IDENTIFICADO E/OU SEM CAUSA. A fonte pagadora é responsável pelo imposto de renda na fonte quando promove pagamentos a beneficiários não identificados ou relativamente aos quais não prova a operação ou causa que os motiva. A escrituração comercial não se presta como prova quando deixa de espelhar os pagamentos questionados por não estar integrada pela movimentação bancária, cumprindo ao sujeito passivo identificar o beneficiário e a operação/causa mediante documentação apresentada em resposta a intimação fiscal.
RESPONSABILIDADE TRIBUTÁRIA. INTERESSE COMUM DECORRENTE DE SONEGAÇÃO/FRAUDE. Se a imputação de responsabilidade tributária está fundamentada, apenas, no art. 124, I do CTN e na constatação de sonegação e fraude, o afastamento da qualificação da penalidade determina o provimento do recurso voluntário dos responsáveis tributários, ainda que outras circunstâncias presentes nos autos pudessem autorizar a responsabilização dos sócios sob outro fundamento legal."
IMOBILIARIA LETRA S/A,19740.000122/2007-45,2007,RECURSO VOLUNTARIO,3402-003.021,26/04/2016,MARIA APARECIDA MARTINS DE PAULA,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso voluntário.
(assinado digitalmente)
Antonio Carlos Atulim - Presidente
(assinado digitalmente)
Maria Aparecida Martins de Paula - Relatora
Participaram do presente julgamento os Conselheiros: Antonio Carlos Atulim, Jorge Olmiro Lock Freire, Valdete Aparecida Marinheiro, Maria Aparecida Martins de Paula, Thais De Laurentiis Galkowicz, Waldir Navarro Bezerra, Diego Diniz Ribeiro e Carlos Augusto Daniel Neto.","Assunto: Normas Gerais de Direito Tributário
Ano-calendário: 2003
Ementa:
FATO IDÊNTICO. PROCESSOS. PIS/COFINS. IRPJ.
Tendo em vista que as exigências de PIS/Cofins fundamentam-se em fato idêntico ao que serviu de base para a exigência de IRPJ, relativamente ao mesmo contribuinte e período de apuração, o julgamento acerca dessas contribuições há de ser no mesmo sentido do decidido em caráter definitivo para o imposto de renda.
Recurso Voluntário Negado."
FUNDACAO DOM CABRAL,10680.014495/2004-38,2004,RECURSO ESPECIAL DO PROCURADOR,9101-002.265,01/03/2016,RAFAEL VIDAL DE ARAUJO,"Vistos, relatados e discutidos os presentes autos.
Decisão dos membros do colegiado: Recurso Especial de Divergência do IRPJ conhecido e dado parcial provimento, por unanimidade de votos; Recurso Especial por Contrariedade a Lei conhecido e, de ofício, afastada parcialmente a decadência quanto à CSLL e à Cofins, por maioria de votos, vencida a Conselheira Lívia De Carli Germano (Suplente Convocada), que a matinha, e mantida a decadência quanto à Contribuição para o PIS, por maioria de votos, vencidos os Conselheiros Marcos Aurélio Pereira Valadão, Adriana Gomes Rego e Carlos Alberto Freiras Barreto, e Recurso Especial de Divergência da Contribuição para o PIS declarado prejudicado, por unanimidade de votos, com retorno à turma a quo para apreciar o mérito quanto às matérias não julgadas em razão da decadência.
(documento assinado digitalmente)
Carlos Alberto Freitas Barreto - Presidente.
(documento assinado digitalmente)
Rafael Vidal De Araujo - Relator.
Participaram da sessão de julgamento os conselheiros: MARCOS AURÉLIO PEREIRA VALADÃO, CRISTIANE SILVA COSTA, ADRIANA GOMES REGO, LUÍS FLÁVIO NETO, ANDRE MENDES DE MOURA, LIVIA DE CARLI GERMANO (Suplente Convocada), RAFAEL VIDAL DE ARAÚJO, RONALDO APELBAUM (Suplente Convocado), MARIA TERESA MARTINEZ LOPEZ (Vice-Presidente), CARLOS ALBERTO FREITAS BARRETO (Presidente).","Assunto: Normas Gerais de Direito Tributário
Ano-calendário: 1996, 1997
DECADÊNCIA. SÚMULA VINCULANTE STF Nº 8.
Em sendo inconstitucional o art. 45 da Lei nº 8.212/1991, nos termos da Súmula Vinculante do STF nº 8, de 20/06/2008, então não há que se aplicá-lo e nem se entendê-lo como contrariado.
REGIMENTO INTERNO CARF - DECISÃO DEFINITIVA STF E STJ - ART. 62-A DO RICARF
Segundo o art. 62-A do Regimento Interno do CARF, as decisões definitivas de mérito, proferidas pelo Supremo Tribunal Federal e pelo Superior Tribunal de Justiça em matéria infraconstitucional, na sistemática prevista pelos arts. 543-B e 543-C do Código de Processo Civil devem ser reproduzidas no julgamento dos recursos no âmbito deste Conselho.
DECADÊNCIA. REPETITIVO DO STJ.
O Superior Tribunal de Justiça, em julgamento de Recurso Representativo de Controvérsia (Recurso Especial nº 973.733 - SC - 2007/0176994-0), pacificou o entendimento segundo o qual para os casos em que se constata pagamento parcial do tributo, deve-se aplicar o artigo 150, § 4º do Código Tributário Nacional; de outra parte, para os casos em que não se verifica o pagamento, deve ser aplicado o artigo 173, inciso I, também do Código Tributário Nacional.
Recurso Especial por Divergência do IRPJ conhecido e parcialmente provido.
Recurso Especial por contrariedade a lei conhecido e parcialmente provido.
REGIMENTO INTERNO CSRF - RECURSO ESPECIAL POR DIVERGÊNCIA - PREJUDICIALIDADE.
Declara-se prejudicado recurso especial por divergência que trata de mesma matéria que já foi apreciada quando do julgamento do Recurso de Contrariedade à Lei."
BANCO DO BRASIL SA,10166.902555/2013-81,2013,RECURSO VOLUNTARIO,1401-001.494,20/01/2016,FERNANDO LUIZ GOMES DE MATTOS,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por maioria de votos, DAR provimento PARCIAL ao recurso apenas para: Não abater do crédito pleiteado do montante da multa de mora objeto de ação judicial ainda em discussão, nos termos do voto do redator. Vencidos os Conselheiros Fernando Luiz Gomes de Mattos (Relator) e Antonio Bezerra Neto que negavam provimento. Designado o Conselheiro Guilherme Adolfo dos Santos Mendes para redigir o voto vencedor.
(assinado digitalmente)
Antonio Bezerra Neto - Presidente.
(assinado digitalmente)
Fernando Luiz Gomes de Mattos - Relator.
(assinado digitalmente)
Guilherme Adolfo dos Santos Mendes - Redator Designado.
Participaram da sessão de julgamento os conselheiros: Antonio Bezerra Neto (Presidente), Guilherme Adolfo dos Santos Mendes, Fernando Luiz Gomes de Mattos, Marcos de Aguiar Villas Boas, Ricardo Marozzi Gregorio e Aurora Tomazini Carvalho.","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Exercício: 2009
COMPENSAÇÃO. ÔNUS DA PROVA.
Compete à interessada demonstrar a liquidez e a certeza do direito creditório pleiteado, consoante os ditames do artigo 170 do Código Tributário Nacional.
CRÉDITO JUDICIAL.
O crédito judicial hábil a embasar as compensações pretendidas pela contribuinte é aquele oriundo de decisão judicial transitada em julgado, segundo o disposto no artigo 170-A do Código Tributário Nacional.
COMPROVANTE DE RETENÇÃO.
Nos termos do § 2º do artigo 943 do Regulamento do Imposto de Renda, aprovado pelo Decreto nº 3.000, de 1999, para que determinada retenção seja computada na formação do saldo negativo, é imprescindível a apresentação do comprovante de retenções emitido pela fonte pagadora a ser elaborado em conformidade ao estabelecido na Instrução Normativa SRF nº 119, de 28 de dezembro de 2000.
RETENÇÃO. OFERECIMENTO DA RECEITA À TRIBUTAÇÃO.
Nos termos do inciso III do § 4º do artigo 2º da Lei nº 9.430, de 1996, somente podem compor o saldo negativo apurado as retenções vinculadas a rendimentos efetivamente oferecidos à tributação.
RESTITUIÇÃO. COMPENSAÇÃO. SALDO NEGATIVO. ESTIMATIVAS
Não deve ser subtraída a multa de mora do valor recolhido a título de estimativa para fins de apuração do saldo negativo, quando o contribuinte possui tutela judicial que impede o Fisco de exigir a referida sanção."
